"title","description","factoid_value","factoid_description"
"Housing affordability","<p>This indicator shows how affordable New Zealanders’ accommodation is, based on the proportion of households spending more than 30 percent of their total household income on housing costs.</p>","22%","of New Zealand households spent more than 30% of their total household income on housing costs in 2018."
