Indicator,Source,URL,Source Agency,Date,Measurement_Type,Measure,ISO_Period,Frequency,Data_Available,Caveat
Te Reo Māori speakers,NZ census of population and dwellings,http://archive.stats.govt.nz/Census/2013-census/profile-and-summary-reports/quickstats-culture-identity.aspx,Stats NZ,15 April 2014,Count,Number of people who report that they can converse about everyday things in Te Reo Māori (the Māori language),NA,5-yearly,Y,People who identify with more than one ethnicity have been included in each ethnic group.
